Year,Month,Variable,E.Anchorage,H.Annette_Island,A.Barrow,C.Bethel,D.Bettles,G.Cold_Bay,H.Cordova,D.Fairbanks,E.Homer,H.Juneau,C.King_Salmon,H.Kodiak,B.Kotzebue,D.McGrath,B.Nome,D.Northway,B.St_Paul_Island,E.Talkeetna,D.Tanana,H.Yakutat
1963,Mar,P,37.59,106.93,37.85,39.62,91.44,76.71,262.13,53.34,37.08,93.73,60.96,NA,20.32,26.67,24.13,8.64,60.2,183.64,52.58,302.26
1963,Apr,P,45.21,158.75,34.54,14.73,35.31,42.16,185.42,12.45,25.15,97.79,75.95,NA,9.4,17.02,5.33,3.3,54.61,87.12,21.34,216.15
1963,May,P,11.18,93.22,8.13,33.53,4.57,33.53,169.16,2.79,10.67,51.31,27.69,NA,21.08,9.14,22.1,5.08,33.02,44.2,9.4,295.91
1963,Jun,P,46.23,211.84,2.03,84.33,41.4,26.92,184.91,50.8,42.67,115.06,40.13,NA,13.97,26.67,22.1,30.99,55.63,129.29,67.31,320.8
1963,Jul,P,69.85,142.24,41.91,52.07,137.67,108.71,232.92,34.54,47.24,132.59,42.16,NA,71.37,19.81,23.88,60.45,108.97,140.21,89.41,236.47
1963,Aug,P,71.12,20.07,71.37,147.57,138.18,68.33,190.5,91.44,55.88,30.48,107.44,NA,125.73,62.23,76.45,18.54,73.41,199.14,126.49,192.02
1963,Sep,P,24.89,430.78,4.83,50.55,22.61,91.69,192.28,4.83,62.74,204.47,54.86,NA,22.61,8.64,21.59,24.64,75.44,77.47,25.65,467.61
1963,Oct,P,25.65,493.78,23.37,23.37,58.93,76.96,265.18,38.35,79.76,197.61,49.28,NA,32,19.05,22.35,17.02,66.04,97.79,48.51,762
1963,Nov,P,3.05,266.7,3.3,2.54,8.13,37.08,50.8,4.57,11.43,99.31,0,NA,3.81,0.51,2.79,4.06,31.5,2.03,0.76,307.59
1963,Dec,P,37.85,372.11,0.76,8.64,41.66,51.05,212.6,9.65,112.78,115.82,22.86,NA,5.33,23.37,21.84,14.99,54.1,81.28,16,708.41
1964,Jan,P,8.89,379.48,1.78,8.13,14.48,33.78,120.4,5.33,24.64,81.03,18.54,NA,NA,NA,20.83,6.35,NA,9.91,9.91,NA
1964,Feb,P,29.21,335.79,9.65,9.14,74.68,44.45,481.84,11.68,103.38,215.39,48.77,NA,NA,NA,22.86,3.3,144.53,84.07,32.77,806.45
1964,Mar,P,27.18,280.92,0,21.08,2.79,33.53,84.58,4.57,21.34,111.25,26.16,NA,0.51,21.84,18.8,6.1,67.31,42.16,2.54,199.39
1964,Apr,P,22.61,205.99,1.78,22.35,35.31,5.33,126.24,17.27,30.99,102.62,19.05,NA,2.54,70.61,27.69,8.89,45.21,88.14,27.18,328.42
1964,May,P,24.64,125.98,9.65,18.03,17.53,29.21,138.43,24.64,35.31,110.49,47.5,NA,16.76,22.1,11.18,2.54,46.74,21.34,16.26,298.2
1964,Jun,P,43.94,97.03,9.14,20.07,30.99,46.99,185.42,33.78,20.83,85.6,11.94,NA,3.56,61.98,1.02,83.31,17.27,53.85,43.18,229.87
1964,Jul,P,27.43,158.24,2.03,16.76,15.24,44.2,127.76,32.51,24.13,176.28,44.2,NA,11.43,36.07,6.35,110.24,38.35,61.47,29.21,415.29
1964,Aug,P,54.86,266.45,9.14,43.43,49.28,90.42,243.59,60.2,60.2,88.39,87.63,NA,33.53,45.21,53.59,42.67,60.71,69.6,86.87,245.87
1964,Sep,P,21.08,247.9,2.54,37.34,47.5,133.35,176.28,21.59,45.21,65.79,60.96,NA,44.7,17.53,145.29,25.15,113.03,55.12,19.3,287.27
1964,Oct,P,58.67,472.95,20.57,28.96,68.33,84.58,339.6,13.46,83.06,186.69,52.58,NA,14.99,34.29,31.5,1.78,115.57,92.96,27.43,398.02
1964,Nov,P,68.83,250.7,7.37,16.76,11.94,94.23,281.94,21.84,73.15,124.21,35.81,NA,14.73,19.56,10.67,3.3,97.54,99.31,12.45,421.13
1964,Dec,P,16.26,249.17,4.32,18.29,3.3,33.27,137.41,8.89,12.19,132.59,25.91,NA,9.91,7.62,16.26,11.43,56.9,13.72,7.11,293.37
1965,Jan,P,14.48,392.68,1.02,14.99,36.58,30.73,89.92,1.78,24.89,196.85,20.07,NA,9.4,10.16,14.22,2.54,92.71,21.08,15.24,433.58
1965,Feb,P,17.02,458.72,0,24.64,5.08,70.61,84.58,8.13,22.86,129.54,11.43,NA,6.6,10.92,3.3,11.18,40.39,17.27,5.08,216.92
1965,Mar,P,21.08,76.2,7.37,26.16,63.75,77.47,285.75,6.86,63.5,42.16,57.15,NA,21.84,26.16,40.39,7.87,48.77,41.4,14.73,435.86
1965,Apr,P,7.62,250.7,16.76,16.26,47.75,21.08,211.84,11.94,29.97,84.58,32.77,NA,8.64,28.19,34.04,4.06,38.61,29.46,13.46,294.39
1965,May,P,12.95,209.3,9.4,11.94,16.76,67.56,275.59,3.56,40.64,113.03,42.42,NA,12.45,10.41,29.21,10.16,34.29,53.34,12.95,481.33
1965,Jun,P,24.38,125.48,1.27,17.53,91.19,64.52,245.87,29.46,44.45,78.99,39.37,NA,3.3,21.08,25.4,37.34,23.88,59.94,37.34,412.5
1965,Jul,P,44.2,84.84,20.07,28.7,45.21,30.48,148.08,35.31,58.67,57.4,49.02,NA,45.47,40.64,74.93,91.69,67.82,71.37,56.39,370.33
1965,Aug,P,40.13,99.31,22.61,86.87,123.44,39.88,186.69,37.59,51.82,105.92,63.75,NA,95.25,86.61,119.13,27.94,100.84,169.67,111,366.52
1965,Sep,P,116.84,64.01,10.92,86.61,99.06,248.67,360.17,53.59,114.55,59.44,99.57,NA,67.31,90.68,103.63,35.31,72.9,208.28,126.24,345.44
1965,Oct,P,36.58,689.61,17.27,2.79,15.49,69.85,421.89,18.8,42.16,202.95,9.91,NA,7.62,3.56,15.49,25.4,36.83,50.04,160.02,937.01
1965,Nov,P,47.24,291.34,29.21,30.23,39.37,64.77,37.08,30.73,39.37,37.08,40.64,NA,9.4,31.24,37.08,13.21,97.54,25.91,27.43,167.13
1965,Dec,P,36.58,348.49,12.95,12.7,37.59,44.96,47.5,48.77,66.55,108.2,41.15,NA,20.07,7.37,13.46,8.38,67.31,28.7,22.86,308.86
1966,Jan,P,16,284.23,3.05,1.52,1.27,56.13,16.26,0.25,32.26,110.24,10.92,NA,0,12.19,7.87,5.59,72.9,13.46,1.27,60.96
1966,Feb,P,20.32,297.69,1.52,23.11,7.37,40.39,86.61,44.45,27.43,79.5,39.12,NA,4.57,18.29,37.08,14.73,67.31,21.84,30.23,218.69
1966,Mar,P,11.18,435.1,5.08,3.05,11.94,35.56,227.33,8.64,39.62,161.54,20.57,NA,1.78,3.05,8.13,4.83,41.66,15.49,12.45,298.7
1966,Apr,P,17.78,81.79,7.11,4.32,22.1,33.27,75.18,8.13,15.24,52.83,12.45,NA,4.32,7.87,15.49,0.51,53.09,113.03,3.81,204.22
1966,May,P,19.05,372.87,3.81,11.43,13.97,63.25,225.04,9.65,37.34,160.78,60.96,NA,1.02,10.16,3.05,14.73,56.9,67.56,15.75,283.21
1966,Jun,P,6.86,56.64,9.4,23.88,34.8,20.07,54.61,4.83,18.54,44.2,25.15,NA,4.57,21.84,18.03,33.27,8.89,28.96,27.69,46.74
1966,Jul,P,18.03,70.36,51.05,60.96,26.92,117.6,117.09,21.08,70.87,99.31,62.23,NA,31.75,13.97,68.07,7.37,35.81,169.16,50.29,76.45
1966,Aug,P,62.74,122.17,14.48,66.04,53.85,94.74,465.07,14.99,133.35,161.8,144.53,NA,23.11,52.32,55.63,22.61,56.13,201.42,48.77,430.28
1966,Sep,P,62.23,238.76,12.19,13.72,11.94,108.71,584.96,3.81,111.76,208.28,94.74,NA,35.56,12.19,51.82,44.2,63.25,69.09,16,477.27
1966,Oct,P,21.84,454.66,12.45,48.26,16,75.18,296.42,7.37,64.01,177.04,73.15,NA,12.19,16.26,58.42,12.19,60.2,55.12,55.12,435.61
1966,Nov,P,28.19,156.72,12.95,38.86,36.32,71.12,184.15,52.32,33.53,111.51,55.12,NA,16.26,6.86,27.43,16,87.38,42.42,29.46,226.57
1966,Dec,P,26.92,240.03,5.84,13.97,13.72,53.09,156.46,4.06,33.02,113.79,13.72,NA,3.81,2.79,3.56,2.29,26.67,31.24,11.94,269.75
1967,Jan,P,31.75,234.95,4.83,22.35,7.11,40.64,98.3,10.16,23.88,102.62,23.62,NA,7.11,10.67,11.18,5.08,51.31,15.24,9.91,223.27
1967,Feb,P,25.65,389.13,0.51,6.1,23.88,65.53,97.03,6.35,39.12,120.4,13.72,NA,2.79,12.45,6.6,14.99,41.66,23.37,8.13,264.16
1967,Mar,P,24.89,76.45,9.14,22.1,47.5,64.52,20.32,48.26,7.62,34.04,61.21,NA,8.64,42.42,9.91,12.45,46.99,77.98,42.42,99.06
1967,Apr,P,12.45,59.18,3.3,39.12,46.23,77.72,NA,21.34,18.54,28.45,33.78,NA,21.84,62.99,25.4,0.76,78.74,79.25,32.77,84.84
1967,May,P,27.18,202.44,6.35,2.54,2.79,15.75,79.5,10.92,7.37,74.68,5.59,NA,6.1,7.37,6.35,18.29,18.03,26.42,10.67,151.89
1967,Jun,P,36.58,75.69,7.11,66.8,16.76,62.99,142.49,28.7,43.18,72.9,73.66,NA,8.64,49.02,11.43,29.97,30.73,106.68,20.57,126.24
1967,Jul,P,62.74,223.01,36.32,57.15,71.12,73.41,148.84,84.84,21.84,108.2,80.01,NA,66.29,74.68,107.19,65.28,36.83,145.29,73.15,195.58
1967,Aug,P,75.18,260.35,8.13,51.05,55.12,119.89,291.59,157.48,92.71,138.68,80.01,NA,33.53,86.61,71.12,46.99,65.79,149.35,128.52,359.41
1967,Sep,P,72.64,393.95,5.33,16,31.24,73.91,616.71,6.35,136.91,216.66,42.93,NA,0.76,6.6,11.43,62.48,40.39,67.56,8.64,494.79
1967,Oct,P,12.95,454.66,8.13,9.91,5.08,68.83,187.71,8.13,60.71,145.03,13.21,NA,8.38,6.1,20.07,13.72,48.01,6.6,1.52,432.56
1967,Nov,P,43.69,152.91,10.92,63.25,97.79,187.96,365.76,23.62,71.88,147.57,48.26,NA,11.43,75.95,13.21,14.73,81.28,184.15,38.1,478.28
1967,Dec,P,60.96,307.59,19.3,21.08,42.67,114.05,247.14,34.04,85.09,82.55,51.56,NA,9.4,43.69,25.91,8.13,68.58,103.38,44.2,311.4
1968,Jan,P,21.08,280.67,10.41,12.19,28.7,70.36,89.66,30.23,17.53,82.55,27.94,NA,7.87,24.89,32,13.46,41.4,27.43,30.23,205.49
1968,Feb,P,42.42,147.32,2.79,6.1,32.77,32.77,466.6,3.81,44.96,134.62,14.48,NA,9.4,19.3,11.68,8.89,12.45,84.58,6.86,459.99
1968,Mar,P,7.37,264.92,3.81,3.05,20.32,30.73,154.94,0,44.45,97.79,20.32,NA,3.56,9.91,9.91,1.52,21.34,7.87,0.25,240.28
1968,Apr,P,21.59,346.2,1.27,8.64,18.03,34.8,192.53,7.37,15.75,82.55,35.81,NA,12.45,7.37,11.94,1.78,23.88,38.1,12.95,275.34
1968,May,P,40.64,39.88,4.06,25.15,7.62,33.02,182.88,17.02,49.78,36.83,32,NA,23.88,19.81,19.3,57.15,20.07,74.68,22.61,135.89
1968,Jun,P,15.75,104.9,11.43,29.97,16.51,21.34,141.22,38.61,9.91,49.53,34.29,NA,13.46,33.27,5.59,71.88,8.89,13.72,6.86,111
1968,Jul,P,34.04,122.17,4.83,40.64,28.45,25.15,111.51,21.34,4.57,116.84,28.96,NA,37.34,35.05,41.91,46.48,71.37,65.28,12.95,137.16
1968,Aug,P,17.53,163.07,2.29,46.48,13.97,89.66,65.28,24.38,29.46,60.71,55.88,NA,35.05,20.32,65.79,69.09,58.17,50.55,33.78,98.3
1968,Sep,P,26.67,385.83,15.49,10.67,22.61,64.77,294.39,3.81,45.72,257.56,68.58,NA,11.18,NA,9.91,40.89,47.24,32.26,10.41,455.93
1968,Oct,P,40.89,477.77,7.62,27.18,9.65,203.71,260.35,7.87,54.86,116.84,12.95,NA,9.65,21.08,42.67,9.14,95.76,29.46,4.06,318.77
1968,Nov,P,27.43,357.89,13.72,8.64,2.03,84.33,175.26,6.86,29.72,135.64,23.11,NA,2.29,6.35,15.49,6.1,65.79,18.03,2.03,353.31
1968,Dec,P,11.43,123.7,6.35,24.38,27.69,29.72,116.84,35.05,17.53,48.26,31.75,NA,3.81,23.62,10.16,1.78,69.6,24.89,23.37,167.39
1969,Jan,P,7.11,86.11,3.05,10.41,3.3,95.25,40.89,13.97,9.91,23.88,16.51,NA,5.59,8.13,13.97,10.92,57.15,11.18,11.68,90.42
1969,Feb,P,18.54,86.36,3.3,10.67,9.4,59.18,92.2,2.54,59.44,17.27,49.28,NA,4.57,5.59,8.13,1.27,42.67,23.37,7.11,90.93
1969,Mar,P,2.54,88.9,1.27,11.94,2.54,48.77,173.74,15.24,32.51,105.92,30.23,NA,6.6,8.89,6.1,5.08,18.03,7.62,11.18,365.76
1969,Apr,P,0,271.27,4.32,1.52,0.25,27.69,75.18,0,9.14,44.2,7.62,NA,4.57,0.76,0.51,4.83,25.4,7.37,0.51,144.27
1969,May,P,21.84,115.82,12.95,5.33,3.3,87.38,182.88,24.13,30.99,85.85,20.07,NA,3.56,11.18,11.18,12.95,32.51,53.34,6.1,264.67
1969,Jun,P,4.57,71.88,7.37,19.81,13.46,64.01,50.8,9.91,10.92,61.21,14.22,NA,20.83,30.48,22.1,14.22,17.27,16.26,4.83,59.94
1969,Jul,P,54.36,154.69,8.64,63.25,21.08,51.05,156.97,33.78,30.73,200.15,55.63,NA,16.76,84.58,46.74,71.12,33.53,95.25,46.74,207.26
1969,Aug,P,8.38,285.75,22.35,82.55,57.4,127.51,81.79,51.82,24.89,191.52,86.87,NA,33.53,67.82,58.17,18.54,101.85,48.51,27.69,153.67
1969,Sep,P,19.81,124.46,0.25,19.56,9.14,131.57,150.11,7.11,21.08,138.18,32.51,NA,1.27,4.83,14.22,21.08,36.58,23.11,7.37,233.43
1969,Oct,P,22.86,242.82,11.43,22.35,25.15,99.06,398.53,2.54,217.17,95.76,59.18,NA,13.97,16.26,25.4,2.03,58.42,55.37,12.95,477.27
1969,Nov,P,21.34,632.21,6.1,1.02,17.02,75.44,217.93,13.72,96.77,220.73,46.74,NA,8.64,10.67,4.57,7.11,48.77,22.1,10.92,393.7
1969,Dec,P,23.88,412.75,3.05,13.97,12.7,59.18,474.22,0,199.39,110.74,14.48,NA,8.89,16,1.27,4.32,24.89,30.23,2.03,430.28
1970,Jan,P,21.84,197.1,1.78,2.54,1.78,53.59,89.66,2.54,10.67,60.2,12.7,NA,6.35,4.83,0,2.54,22.35,6.86,0.76,215.9
1970,Feb,P,14.48,203.96,2.29,7.62,13.21,105.41,294.39,8.13,67.31,85.09,11.43,NA,4.57,20.32,6.35,5.59,24.38,29.97,6.35,276.86
1970,Mar,P,7.37,198.88,1.52,11.94,19.56,84.33,315.21,6.35,67.56,103.63,45.97,NA,5.59,26.16,7.11,0.76,31.5,37.59,7.62,436.63
1970,Apr,P,6.86,205.99,3.81,13.46,11.94,97.28,295.4,11.43,52.07,93.73,45.72,NA,2.03,22.1,5.33,8.89,34.54,59.18,3.3,228.85
1970,May,P,10.92,284.73,2.29,32.51,13.46,52.32,86.87,10.67,9.14,99.57,10.41,NA,1.02,25.91,6.86,12.7,19.3,41.15,6.35,168.66
1970,Jun,P,21.59,139.7,0.51,17.27,38.86,75.95,182.88,65.28,12.19,75.44,NA,NA,1.27,50.04,7.37,32.51,36.83,163.58,18.54,108.46
1970,Jul,P,51.56,146.3,3.81,87.88,80.77,98.04,162.81,45.97,31.75,127.25,72.9,NA,32.26,41.15,69.34,76.45,48.51,117.35,27.69,180.09
1970,Aug,P,56.64,200.15,8.89,76.96,59.44,97.03,316.48,50.29,60.2,189.74,109.47,NA,36.58,59.69,50.8,51.05,38.61,117.35,61.47,376.94
1970,Sep,P,28.19,300.23,3.56,21.59,10.92,142.75,237.74,16.51,32.77,250.44,40.39,NA,15.24,23.37,21.08,32.77,56.9,90.42,27.69,288.8
1970,Oct,P,41.15,388.37,4.06,62.23,38.1,147.83,258.57,46.74,93.73,149.1,56.9,NA,19.56,56.13,21.59,16.26,76.45,76.2,35.05,478.28
1970,Nov,P,30.73,91.69,11.94,41.15,48.51,73.41,71.88,84.33,44.96,51.05,20.07,NA,20.57,52.07,46.74,5.84,59.44,17.53,57.4,228.35
1970,Dec,P,41.15,173.23,2.29,57.66,50.04,150.88,190.25,58.17,30.23,65.53,33.78,NA,7.37,76.71,9.65,7.62,92.2,67.56,54.61,226.06
1971,Jan,P,6.1,192.79,4.57,3.81,9.4,34.04,98.81,8.38,17.53,141.22,11.43,NA,4.06,11.68,1.27,0.76,21.08,29.72,5.08,294.39
1971,Feb,P,37.85,271.78,3.3,4.06,30.73,55.12,227.08,16,82.55,99.82,41.15,NA,4.32,18.03,2.29,2.54,26.16,69.09,25.91,393.19
1971,Mar,P,17.78,241.05,4.06,0.76,10.92,14.99,102.36,5.08,34.8,84.58,6.86,NA,2.54,3.05,0,1.27,28.96,21.34,4.06,156.97
1971,Apr,P,16,252.98,0.51,3.56,3.3,10.92,309.12,2.79,25.91,61.98,21.34,NA,4.06,8.13,0.76,1.78,21.08,20.57,10.41,276.86
1971,May,P,13.21,107.7,6.35,19.81,29.97,95.25,344.42,4.06,48.26,109.22,36.32,NA,6.6,33.27,7.11,5.33,23.88,29.97,24.64,431.8
1971,Jun,P,9.4,91.69,3.05,18.54,19.3,169.42,191.77,7.87,29.72,44.2,37.59,NA,6.1,26.16,21.59,21.59,18.54,60.45,19.3,60.96
1971,Jul,P,72.64,14.22,24.89,67.82,54.36,57.66,272.03,52.83,49.53,42.42,82.55,NA,75.69,33.27,39.12,30.99,70.36,107.44,55.88,273.3
1971,Aug,P,65.53,217.68,8.89,79.25,45.72,70.1,271.53,58.93,49.53,175.01,109.22,NA,9.65,52.58,10.16,34.54,70.61,197.36,56.39,161.54
1971,Sep,P,45.47,185.42,4.32,86.11,36.58,98.04,192.79,62.23,40.39,136.14,86.36,NA,18.8,40.89,50.04,36.07,67.06,102.11,27.18,400.81
1971,Oct,P,54.86,356.62,9.14,56.13,40.64,83.31,340.36,34.29,107.44,147.32,69.09,NA,19.3,69.85,57.91,23.88,53.59,67.31,33.78,518.41
1971,Nov,P,17.02,346.46,4.32,10.16,31.24,129.79,209.3,13.72,37.59,111.25,28.7,NA,6.1,30.99,17.27,4.57,51.56,48.77,17.53,238.76
1971,Dec,P,22.35,211.58,4.57,65.53,37.59,123.7,134.37,46.48,42.93,82.04,86.87,NA,19.56,111,19.56,19.56,83.82,NA,39.37,254
1972,Jan,P,14.22,208.28,1.27,19.81,31.75,103.63,87.63,18.54,19.3,94.74,33.02,NA,12.95,30.73,13.46,5.59,36.83,43.69,13.97,220.47
1972,Feb,P,16,213.61,4.83,0.76,2.79,27.69,79.76,4.06,26.16,68.83,5.33,NA,0.51,1.27,0,12.45,20.32,20.07,0.76,118.36
1972,Mar,P,17.27,267.72,0,14.22,12.7,10.41,273.56,6.86,20.07,106.43,4.32,NA,3.05,8.13,3.81,6.1,30.99,35.05,NA,260.35
1972,Apr,P,18.54,223.01,0.25,15.75,0.76,78.49,116.84,5.08,30.48,91.95,34.8,NA,17.02,30.23,10.92,2.29,46.48,35.56,NA,139.19
1972,May,P,20.57,131.57,1.52,13.46,6.35,52.32,139.19,8.89,26.16,102.36,32.77,NA,8.89,10.16,6.86,7.62,24.89,51.56,NA,205.99
1972,Jun,P,15.49,125.73,1.27,28.19,45.21,73.91,91.69,13.97,14.48,101.09,41.15,NA,14.99,45.72,36.07,44.45,45.72,56.13,NA,110.24
1972,Jul,P,10.67,110.74,2.79,23.62,10.41,46.23,43.43,16,19.05,29.21,27.43,NA,11.68,41.66,62.48,47.75,32.51,44.7,NA,75.18
1972,Aug,P,35.56,251.46,28.45,67.06,68.58,97.54,215.14,27.69,86.61,218.95,49.53,NA,29.72,66.29,35.31,13.46,42.93,78.49,58.17,531.62
1972,Sep,P,112.27,121.41,33.78,55.12,9.91,33.02,392.43,52.83,120.9,158.5,74.93,NA,34.04,64.26,50.29,7.11,81.53,215.14,NA,255.27
1972,Oct,P,73.41,341.88,35.56,63.75,97.03,99.31,363.73,21.84,80.77,215.65,65.28,NA,25.4,51.31,97.54,17.53,89.41,101.6,NA,436.12
1972,Nov,P,19.3,256.79,10.92,4.57,17.02,176.78,151.38,11.68,48.01,85.09,34.29,NA,7.62,12.7,34.8,3.05,63.5,14.48,NA,326.39
1972,Dec,P,18.29,239.52,4.32,16.26,37.08,164.85,85.09,28.7,5.59,90.42,14.99,NA,6.86,32.26,28.7,3.81,36.58,8.64,NA,240.79
1973,Jan,P,18.29,248.41,1.78,19.56,86.87,50.04,92.71,11.18,21.34,111,15.75,7.87,44.96,32.26,43.18,5.33,45.47,44.2,NA,181.36
1973,Feb,P,2.79,245.36,4.06,16.51,5.08,40.64,132.84,2.79,32,100.08,2.79,91.19,10.41,10.41,5.84,0.76,84.84,10.16,1.27,222.5
1973,Mar,P,16.51,224.28,1.02,12.45,7.62,47.5,191.01,10.16,NA,76.45,31.75,81.53,18.8,28.7,3.3,0.25,83.31,46.99,NA,297.43
1973,Apr,P,8.38,224.79,13.21,3.05,8.13,33.02,164.08,1.27,NA,61.21,10.92,133.86,3.05,8.89,2.54,NA,15.24,9.65,1.52,276.61
1973,May,P,3.56,241.3,4.83,25.4,12.95,26.92,168.15,25.15,58.42,103.89,46.48,273.05,2.29,24.64,6.86,28.96,27.43,26.42,NA,228.6
1973,Jun,P,27.18,151.38,19.81,11.43,16.26,19.81,160.53,24.64,51.56,71.12,37.59,43.18,13.21,40.64,23.37,51.82,27.18,57.15,NA,99.31
1973,Jul,P,15.24,138.68,26.92,26.16,29.72,33.27,158.75,48.77,8.13,92.71,61.72,153.92,43.94,25.15,53.34,41.4,29.97,39.88,NA,186.94
1973,Aug,P,86.36,118.62,55.88,86.87,58.67,54.86,221.49,55.63,53.34,168.66,96.52,61.72,83.06,88.14,100.84,49.78,60.96,181.36,70.36,NA
1973,Sep,P,19.3,325.37,28.96,42.93,25.91,77.98,174.5,4.83,71.63,125.73,35.81,167.89,38.35,40.89,63.25,2.03,41.66,38.35,15.49,304.29
1973,Oct,P,44.2,401.07,14.22,52.58,33.27,121.92,145.54,23.11,40.39,154.18,38.61,161.8,29.21,42.42,59.94,13.46,69.85,65.79,13.97,385.32
1973,Nov,P,19.81,136.4,9.14,30.48,23.37,62.23,43.69,20.32,44.96,41.4,24.64,17.27,33.27,51.05,48.26,7.11,82.04,15.49,17.27,112.27
1973,Dec,P,9.65,270,2.29,2.79,9.91,67.82,175.01,3.81,51.05,58.42,27.94,183.64,5.59,9.14,24.38,4.57,56.39,18.8,3.56,230.89
1974,Jan,P,0.51,163.07,9.65,6.1,8.89,75.18,34.54,3.56,18.8,60.2,21.84,72.64,4.57,9.4,20.83,2.29,53.59,0,3.56,93.98
1974,Feb,P,29.21,302.51,1.52,2.54,2.29,69.09,149.61,8.38,109.22,158.24,13.97,100.08,9.91,9.14,2.29,8.89,33.78,21.59,6.35,312.67
1974,Mar,P,15.24,77.98,0.25,28.19,6.6,18.29,79.5,6.86,13.97,29.21,32.26,169.93,1.02,23.88,12.45,3.05,19.05,22.35,6.1,65.53
1974,Apr,P,15.49,203.71,0,7.37,NA,42.93,200.91,5.33,33.53,65.79,29.97,NA,2.29,9.4,5.33,NA,NA,41.4,3.56,296.42
1974,May,P,8.64,195.58,1.52,5.84,11.18,79.25,53.59,2.79,2.03,42.16,14.48,92.96,1.02,7.62,2.54,16.51,32,9.65,NA,118.11
1974,Jun,P,17.53,131.83,13.21,6.35,NA,23.37,73.41,30.99,10.92,124.97,60.96,116.08,3.3,14.99,10.67,54.1,36.07,33.27,23.37,111.25
1974,Jul,P,30.99,78.74,13.97,90.17,38.86,49.02,96.52,29.72,39.62,79.25,51.05,84.33,48.26,34.04,83.31,89.66,60.96,53.59,NA,71.12
1974,Aug,P,41.15,64.52,14.99,78.74,33.53,66.8,95,28.96,49.28,146.81,81.03,107.95,45.21,51.31,89.66,43.94,83.57,59.94,NA,75.18
1974,Sep,P,38.86,189.48,12.45,71.37,52.07,64.77,318.77,11.94,103.63,151.38,39.62,263.14,32.51,26.92,20.07,3.3,35.31,68.33,NA,515.37
1974,Oct,P,66.8,571.25,5.08,49.53,3.05,54.61,419.61,27.43,84.58,387.35,73.66,331.98,1.27,57.66,0,12.19,36.07,83.31,37.08,899.92
1974,Nov,P,25.65,407.67,4.06,23.62,38.35,96.01,297.94,26.16,115.82,197.87,30.48,181.61,19.81,47.24,21.34,5.59,41.4,75.95,35.56,640.84
1974,Dec,P,50.8,405.13,1.02,7.11,6.86,43.94,277.37,13.97,90.93,178.56,31.24,136.65,4.83,8.89,2.29,6.1,39.37,28.96,11.43,513.84
1975,Jan,P,10.92,287.02,4.32,7.37,17.27,79.25,108.71,15.24,63.5,104.14,54.36,267.21,8.64,35.81,15.49,7.11,37.34,49.53,NA,271.02
1975,Feb,P,19.56,190.75,7.37,6.35,13.72,125.22,157.99,1.02,85.85,95.5,19.3,119.63,16.51,12.95,42.93,1.27,39.12,13.72,3.3,265.43
1975,Mar,P,13.72,112.52,4.32,5.59,7.37,72.39,65.28,5.59,41.66,55.12,23.62,104.65,4.06,12.19,16.76,0.76,25.91,29.97,NA,143.51
1975,Apr,P,43.43,201.93,4.57,22.35,9.65,64.26,203.2,11.94,55.12,77.22,67.31,101.09,10.92,15.75,26.92,4.06,33.02,55.37,NA,329.44
1975,May,P,10.16,99.57,2.03,12.19,7.62,22.35,109.47,12.45,49.28,91.19,21.84,288.8,3.56,12.45,3.05,65.79,12.7,27.18,NA,233.68
1975,Jun,P,11.94,141.22,20.07,38.61,31.75,76.96,176.02,25.15,23.62,62.99,68.33,115.57,16.76,33.27,29.21,45.97,27.18,74.17,27.18,207.01
1975,Jul,P,33.78,125.48,25.4,34.29,26.67,64.77,174.24,45.97,25.15,125.98,18.8,98.04,36.58,136.14,55.88,48.26,30.48,100.84,79.5,266.19
1975,Aug,P,30.23,166.88,29.46,60.71,17.27,27.94,89.41,53.34,12.95,70.61,26.67,151.64,38.35,59.18,67.06,30.99,35.56,60.96,75.44,113.28
1975,Sep,P,114.81,252.22,12.95,84.58,60.2,107.44,435.61,5.08,88.39,184.15,99.06,143.51,22.35,79.76,40.13,26.42,36.83,163.58,55.37,742.44
1975,Oct,P,17.53,224.03,10.16,52.83,16,80.77,199.39,20.07,48.26,90.17,53.34,202.95,21.84,49.78,13.46,12.19,52.58,62.23,24.38,431.55
1975,Nov,P,2.54,233.68,1.78,6.1,12.95,29.21,53.59,11.18,25.91,71.88,11.68,198.63,15.24,6.6,9.14,9.4,22.35,1.78,13.72,249.43
1975,Dec,P,22.61,377.95,0.25,9.4,14.73,127.76,243.84,7.87,103.38,147.57,35.05,236.47,8.89,29.46,16.26,5.33,18.54,31.24,6.6,287.78
1976,Jan,P,24.89,421.89,1.02,8.13,12.45,47.75,190.25,5.59,67.82,208.03,31.5,267.72,7.87,26.16,9.91,7.62,18.8,22.35,21.34,395.99
1976,Feb,P,8.38,252.48,1.78,10.92,36.32,73.15,131.32,0.25,9.4,122.43,24.64,75.44,5.33,33.78,7.62,1.78,20.32,27.69,22.35,147.83
1976,Mar,P,44.96,302.77,1.02,9.14,15.24,95.5,151.13,13.97,102.62,91.69,19.81,53.59,20.83,35.81,19.3,4.57,18.8,68.83,20.83,217.42
1976,Apr,P,18.8,223.27,2.54,7.87,4.32,53.09,213.36,2.03,50.29,54.36,14.73,89.66,1.27,2.29,7.11,0.25,30.99,9.4,1.78,248.92
